Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address,ID,Tenant Group,Platform,Serial number,Asset tag,Region,Site Group,Position (U),Rack face,Airflow,IPv4 Address,IPv6 Address,Cluster,Virtual chassis,VC Position,VC Priority,Description,Comments,Contacts,Tags,Created,Last updated,Zabbix,Librenms,DNS Entry,Syslog Server,Operating System,High Availability,Backup,Offsite Backup
1130-1,Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,630,,,,,Holyoke,100 Bigelow Street,2,Front,,,,,,,,,,,,2020-10-05 00:00,2022-03-25 17:17,,,,,,,,
1055-1 (VFD-AHU-08),Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,633,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:01,,,,,,,,
1131-1 (ceiling),Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,627,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2020-10-05 00:00,2021-12-17 19:49,,,,,,,,
APa49bcd2a23a4,Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Access Point,Cisco,C9115AXI-B,,1531,,,FJC254713CR,,Holyoke,100 Bigelow Street,12,Front,,,,,,,,,,,,2022-03-10 00:00,2022-05-31 18:12,False,False,False,False,,None,None,False
1053-1 (VFD-AHU-07),Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,634,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:02,,,,,,,,
APa49bcd2c2b1c,Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Access Point,Cisco,C9115AXI-B,,1518,,,FJC254713CW,,Holyoke,100 Bigelow Street,11,Front,,,,,,,,,,,,2022-03-10 00:00,2022-05-31 17:56,False,False,False,False,,None,None,False
1128-1,Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,629,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2020-10-05 00:00,2022-03-25 17:16,,,,,,,,
1129-1 (ceiling),Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,628,,,,,Holyoke,100 Bigelow Street,3,Front,,,,,,,,,,,,2020-10-05 00:00,2021-12-17 19:48,,,,,,,,
1051-1,Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,4 Port Copper Data Jack,,636,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,,2020-10-05 00:00,2022-03-25 19:15,,,,,,,,
1056-1 (VFD-AHU-09),Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,632,,,,,Holyoke,100 Bigelow Street,6,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:00,,,,,,,,
1052-1,Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,4 Port Copper Data Jack,,635,,,,,Holyoke,100 Bigelow Street,9,Front,,,,,,,,,,,,2020-10-05 00:00,2022-03-25 19:15,,,,,,,,
1058-1 (VFD-AHU-10),Active,MGHPCC,Main Building,154 - HVAC 2,HVAC 2 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,631,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:00,,,,,,,,
1086-2,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,929,,,,,Holyoke,100 Bigelow Street,3,Front,,,,,,,,,,,,2021-12-16 00:00,2023-07-13 17:17,False,False,False,False,,None,None,False
1091-1,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,624,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 14:28,,,,,,,,
PXG400E-01-90-F8,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Power Meter,Eaton,PXG400E,10.1.5.154/22,4512,,,111214-102648,,Holyoke,100 Bigelow Street,9,Front,,10.1.5.154/22,,,,,,,,,Power,2023-07-13 17:24,2023-07-13 17:29,False,False,False,False,,None,None,False
1122-2 (Remove patch,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,619,,,,,Holyoke,100 Bigelow Street,2,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 14:25,,,,,,,,
UPS-C2,Active,MGHPCC,Main Building,155 - UPS,UPS-C2 Rack,Uninterruptible Power Supply,Eaton,EATON 9395 Internal Redundant CB without SBM,10.1.5.148/22,4511,,,EF034BAA17,,Holyoke,100 Bigelow Street,1,Front,,10.1.5.148/22,,,,,,,,,,2023-07-13 16:47,2023-07-13 17:01,False,False,False,False,,None,None,False
1122-1,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,602,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,,2020-10-05 00:00,2022-03-25 17:00,,,,,,,,
UPS-C1,Active,MGHPCC,Main Building,155 - UPS,UPS-C1 Rack,Uninterruptible Power Supply,Eaton,EATON 9395 Internal Redundant CB without SBM,10.1.5.40/22,4510,,,EF034BAA16,,Holyoke,100 Bigelow Street,1,Front,,10.1.5.40/22,,,,,,,,,Power,2023-07-13 16:25,2023-07-13 16:44,False,False,False,False,,None,None,False
USB-F,Active,MGHPCC,Main Building,155 - UPS,BMS AHU07/08 Panel - B,Busplug Gateway,Lantronix,UDS1100-IAP,10.1.5.230/24,2338,,,,,Holyoke,100 Bigelow Street,3,Front,,10.1.5.230/24,,,,,,,,,,2022-08-15 17:16,2022-08-15 17:24,False,False,False,False,,None,None,False
1124-1,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,618,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2020-10-05 00:00,2022-03-25 17:00,,,,,,,,
1089-2,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,931,,,,,Holyoke,100 Bigelow Street,13,Front,,,,,,,,,,,,2021-12-16 00:00,2022-08-15 17:11,False,False,False,False,,None,None,False
1093-1,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,622,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 14:27,,,,,,,,
1094-1,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,621,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 14:27,,,,,,,,
Lantronix UPS-C1,Active,MGHPCC,Main Building,155 - UPS,BMS AHU07/08 Panel - B,Busplug Gateway,Lantronix,UDS1100-IAP,10.1.5.228/24,2329,,,,,Holyoke,100 Bigelow Street,1,Front,,10.1.5.228/24,,,,,,,,,,2022-08-15 16:47,2023-07-13 16:33,False,False,False,False,,None,None,False
1088-2,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,625,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 14:29,,,,,,,,
Lantronix UPS-C2,Active,MGHPCC,Main Building,155 - UPS,BMS AHU07/08 Panel - B,Busplug Gateway,Lantronix,UDS1100-IAP,10.1.5.229/24,2327,,,,,Holyoke,100 Bigelow Street,2,Front,,10.1.5.229/24,,,,,,,,,,2022-08-15 16:41,2023-07-13 16:47,False,False,False,False,,None,None,False
1092-1,Active,MGHPCC,Main Building,155 - UPS,UPS - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,623,,,,,Holyoke,100 Bigelow Street,6,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 14:27,,,,,,,,
1024-1,Active,MGHPCC,Main Building,156 - ER1,ER1-Wall Jacks,Copper Plant,Systimax,1 Port Copper Data Jack,,860,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:42,False,False,False,False,,None,None,False
1125-1,Active,MGHPCC,Main Building,156 - ER1,ER1-Wall Jacks,Copper Plant,Systimax,1 Port Copper Data Jack,,761,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:41,False,False,False,False,,None,None,False
1022-1,Active,MGHPCC,Main Building,156 - ER1,ER1-Wall Jacks,Copper Plant,Systimax,1 Port Copper Data Jack,,858,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:44,False,False,False,False,,None,None,False
1126-1,Active,MGHPCC,Main Building,156 - ER1,ER1-Wall Jacks,Copper Plant,Systimax,1 Port Copper Data Jack,,762,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:46,False,False,False,False,,None,None,False
1127-1,Active,MGHPCC,Main Building,156 - ER1,ER1-Wall Jacks,Copper Plant,Systimax,1 Port Copper Data Jack,,763,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:47,False,False,False,False,,None,None,False
1023-1,Active,MGHPCC,Main Building,156 - ER1,ER1-Wall Jacks,Copper Plant,Systimax,1 Port Copper Data Jack,,859,,,,,Holyoke,100 Bigelow Street,9,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:42,False,False,False,False,,None,None,False
APa49bcd2c2130,Active,MGHPCC,Main Building,156 - ER1,ER1-Ceiling,Access Point,Cisco,C9115AXI-B,,1527,,,FJC254713CV,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2022-03-10 00:00,2022-05-25 13:33,False,False,False,False,,None,None,False
1025-1,Active,MGHPCC,Main Building,156 - ER1,ER1-Wall Jacks,Copper Plant,Systimax,1 Port Copper Data Jack,,816,,,,,Holyoke,100 Bigelow Street,6,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:45,False,False,False,False,,None,None,False
1123-1,Active,MGHPCC,Main Building,157 - HVAC 4,HVAC 4 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,597,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,,2020-10-05 00:00,2022-03-25 17:01,,,,,,,,
1049-1 (VFD-AHU-06),Active,MGHPCC,Main Building,157 - HVAC 4,HVAC 4 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,601,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 13:14,,,,,,,,
Gerry&#x27;s iMac,Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Desktop,Apple,"iMac (Retina 5K, 27-inch, 2020)",,721,,,H4TFN0MHPN78,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,Purchased 5/2021,,,2021-03-10 00:00,2023-02-17 15:43,,,,,,,,
designjett630-r162,Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Other,HP,Designjet 630,,3374,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,,2022-10-21 13:44,2022-10-21 13:44,False,False,False,False,,None,None,False
1131-2 (Mark),Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Copper Plant,Systimax,4 Port Copper Data Jack,,678,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2021-01-07 00:00,2021-01-07 20:04,,,,,,,,
1130-2 (Electrician),Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Copper Plant,Systimax,4 Port Copper Data Jack,,677,,,,,Holyoke,100 Bigelow Street,3,Front,,,,,,,,,,,,2021-01-07 00:00,2021-01-07 20:03,,,,,,,,
1059-2 (Continuum-ws01),Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,675,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2021-01-07 00:00,2021-01-07 20:02,,,,,,,,
SEP18339D148A6A,Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Phone,Cisco,7962,,1559,,,,,Holyoke,100 Bigelow Street,6,Front,,,,,,,,,[162] Maintenance Office,,,2022-04-21 00:00,2022-04-21 14:46,False,False,False,False,,None,None,False
1129-2 (Brian),Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Copper Plant,Systimax,4 Port Copper Data Jack,,676,,,,,Holyoke,100 Bigelow Street,2,Front,,,,,,,,,,,,2021-01-07 00:00,2021-01-07 20:00,,,,,,,,
SEP18339D148D85,Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Phone,Cisco,7962,,1561,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,[162] Maintenance Office,,,2022-04-21 00:00,2022-04-21 14:48,False,False,False,False,,None,None,False
SEP18339D148A9F,Active,MGHPCC,Main Building,162 - Maintenance Office,MaintOffice - 1,Phone,Cisco,7962,,1560,,,,,Holyoke,100 Bigelow Street,,,,,,,,,,,[162] Maintenance Office,,,2022-04-21 00:00,2022-04-21 14:47,False,False,False,False,,None,None,False
1066-1,Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,813,,,,,Holyoke,100 Bigelow Street,13,Front,,,,,,,,,,,,2021-12-16 00:00,2023-05-23 12:12,False,False,False,False,,None,None,False
1070-2 (VFD-AHU-01RA &amp; B),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,638,,,,,Holyoke,100 Bigelow Street,3,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:24,,,,,,,,
1061-2 (dangling cable?),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,645,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:32,,,,,,,,
1062-2 (dangling cable?),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,644,,,,,Holyoke,100 Bigelow Street,9,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:31,,,,,,,,
1067-2 (VFD-MAU-01A),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,640,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:26,,,,,,,,
1064-1,Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,811,,,,,Holyoke,100 Bigelow Street,12,Front,,,,,,,,,,,,2021-12-16 00:00,2023-05-23 12:12,False,False,False,False,,None,None,False
1066-2 (VFD-MAU-01B),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,641,,,,,Holyoke,100 Bigelow Street,6,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:26,,,,,,,,
1063-2 (dangling cable?),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,643,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:36,,,,,,,,
PP-UF1 - PMX2270,Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Power Meter,Eaton,PXM2270,10.1.5.134/22,4520,,,0098430933,,Holyoke,100 Bigelow Street,14,Front,,10.1.5.134/22,,,,,,,,,,2023-07-13 20:58,2023-07-13 21:00,False,False,False,False,,None,None,False
1069-2 (VFD-AHU-01SA &amp; B),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,639,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:24,,,,,,,,
1064-2 (VFD-HCP-01),Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,642,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 15:27,,,,,,,,
1190-2,Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,885,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 18:27,False,False,False,False,,None,None,False
1067-1,Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,814,,,,,Holyoke,100 Bigelow Street,11,Front,,,,,,,,,,,,2021-12-16 00:00,2023-05-23 12:11,False,False,False,False,,None,None,False
1090-2,Active,MGHPCC,Main Building,170 - HVAC 1,HVAC 1 - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,637,,,,,Holyoke,100 Bigelow Street,2,Front,,,,,,,,,,,,2020-10-05 00:00,2023-07-13 20:57,,,,,,,,
1068-2 (VFD-HWP-01),Active,MGHPCC,Main Building,172 - Boiler Room,Boiler - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,650,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:20,,,,,,,,
1014-2 (REMOVE PATCH),Active,MGHPCC,Main Building,172 - Boiler Room,Boiler - 1,Copper Plant,Systimax,1 Port Copper Data Jack,,652,,,,,Holyoke,100 Bigelow Street,3,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:21,,,,,,,,
106?-2 (MISLABELED?),Active,MGHPCC,Main Building,172 - Boiler Room,Boiler - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,649,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:20,,,,,,,,
1065-2 (VFD=HWP-02),Active,MGHPCC,Main Building,172 - Boiler Room,Boiler - 1,Copper Plant,Systimax,2 Port Copper Data Jack,,651,,,,,Holyoke,100 Bigelow Street,2,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:20,,,,,,,,
unlabeled (AP middle of 3) (ceiling),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,661,,,,,Holyoke,100 Bigelow Street,17,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:40,,,,,,,,
unlabeled (AP 3rd) (ceiling),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,662,,,,,Holyoke,100 Bigelow Street,16,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:40,,,,,,,,
1071-1 (VFD-MAU-02),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,655,,,,,Holyoke,100 Bigelow Street,23,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:33,,,,,,,,
1072-1 (VFD-HCP-02),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,656,,,,,Holyoke,100 Bigelow Street,22,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:34,,,,,,,,
1054-1,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,663,,,,,Holyoke,100 Bigelow Street,15,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:41,,,,,,,,
1134-1,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,1 Port Copper Data Jack,,764,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2021-12-16 00:00,2022-05-31 18:45,False,False,False,False,,None,None,False
1057-1,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,660,,,,,Holyoke,100 Bigelow Street,18,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:39,,,,,,,,
1069-1 (VFD-EF-6),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,653,,,,,Holyoke,100 Bigelow Street,25,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:33,,,,,,,,
1135-2 (remove all patches),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,668,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:57,,,,,,,,
1132-1,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,1 Port Copper Data Jack,,658,,,,,Holyoke,100 Bigelow Street,20,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:36,,,,,,,,
Chiller01,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Other,Carel,pCOWeb,10.2.1.138/24,3371,,,,,Holyoke,100 Bigelow Street,6,Front,,10.2.1.138/24,,,,,,,,,,2022-10-21 11:36,2022-10-21 11:38,False,False,False,False,,None,None,False
APa49bcd2c5044,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Access Point,Cisco,C9115AXI-B,,1534,,,FJC254713D8,,Holyoke,100 Bigelow Street,2,Front,,,,,,,,,,,,2022-03-10 00:00,2022-10-21 13:15,False,False,False,False,,None,None,False
Unnamed device,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,664,,,,,Holyoke,100 Bigelow Street,14,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:41,,,,,,,,
APa49bcd2c115c,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Access Point,Cisco,C9115AXI-B,,1525,,,FJC254713CQ,,Holyoke,100 Bigelow Street,21,Front,,,,,,,,,,,,2022-03-10 00:00,2022-05-31 18:42,False,False,False,False,,None,None,False
1133-1 (CEILING),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,1 Port Copper Data Jack,,659,,,,,Holyoke,100 Bigelow Street,19,Front,,,,,,,,,,,,2020-10-05 00:00,2021-12-17 19:53,,,,,,,,
unlabeled (AP 4th) (ceiling),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,665,,,,,Holyoke,100 Bigelow Street,13,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:42,,,,,,,,
1070-1 (VFD-EF-7),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,654,,,,,Holyoke,100 Bigelow Street,24,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:33,,,,,,,,
SEPC8F9F969E3DA,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Phone,Cisco,7942,,1569,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,[173] Pump and Chiller Room,,,2022-04-21 00:00,2022-04-21 15:47,False,False,False,False,,None,None,False
Chiller03,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Other,Carel,pCOWeb,10.2.1.140/24,3373,,,,,Holyoke,100 Bigelow Street,4,Front,,10.2.1.140/24,,,,,,,,,,2022-10-21 11:45,2022-10-21 11:45,False,False,False,False,,None,None,False
1136-2 (remove all patches),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,2 Port Copper Data Jack,,669,,,,,Holyoke,100 Bigelow Street,9,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:57,,,,,,,,
1133-2 (remove patch),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,1 Port Copper Data Jack,,666,,,,,Holyoke,100 Bigelow Street,12,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:58,,,,,,,,
1191-2,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,4 Port Copper Data Jack,,886,,,,,Holyoke,100 Bigelow Street,7,Front,,,,,,,,,,,,2021-12-16 00:00,2022-10-20 19:28,False,False,False,False,,None,None,False
1134-2 (remove all patches),Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Copper Plant,Systimax,4 Port Copper Data Jack,,667,,,,,Holyoke,100 Bigelow Street,11,Front,,,,,,,,,,,,2020-10-05 00:00,2020-10-05 16:58,,,,,,,,
Chiller02,Active,MGHPCC,Main Building,173 - Pump/Chiller Room,Pump/Chiller 1,Other,Carel,pCOWeb,10.2.1.139/24,3372,,,,,Holyoke,100 Bigelow Street,5,Front,,10.2.1.139/24,,,,,,,,,,2022-10-21 11:41,2022-10-21 11:43,False,False,False,False,,None,None,False
1015-2,Active,MGHPCC,Main Building,174 - IT Staging,IT Staging 1,Copper Plant,Systimax,1 Port Copper Data Jack,,997,,,,,Holyoke,100 Bigelow Street,14,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 18:37,False,False,False,False,,None,None,False
1180-2,Active,MGHPCC,Main Building,174 - IT Staging,IT Staging 1,Copper Plant,Systimax,4 Port Copper Data Jack,,574,,,,,Holyoke,100 Bigelow Street,4,Front,,,,,,,,,,,,2020-09-16 00:00,2020-09-16 17:31,,,,,,,,
1186-2,Active,MGHPCC,Main Building,174 - IT Staging,IT Staging 1,Copper Plant,Systimax,4 Port Copper Data Jack,,580,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,,2020-09-16 00:00,2022-05-31 16:26,,,,,,,,
1179-2,Active,MGHPCC,Main Building,174 - IT Staging,IT Staging 1,Copper Plant,Systimax,4 Port Copper Data Jack,,573,,,,,Holyoke,100 Bigelow Street,3,Front,,,,,,,,,,,,2020-09-16 00:00,2020-09-16 17:31,,,,,,,,
10-IT STAGING FRONT,Active,MGHPCC,Main Building,174 - IT Staging,IT Staging 1,Camera,Axis,P3344,10.4.1.110/24,683,,,,,Holyoke,100 Bigelow Street,12,Front,,10.4.1.110/24,,,,,,,,,,2021-02-07 00:00,2021-02-07 17:30,,,,,,,,
"1177-2 (phone, not used)",Active,MGHPCC,Main Building,174 - IT Staging,IT Staging 1,Copper Plant,Systimax,1 Port Copper Data Jack,,571,,,,,Holyoke,100 Bigelow Street,1,Front,,,,,,,,,,,,2020-09-16 00:00,2020-09-16 17:37,,,,,,,,
